162466_AT1,PHOSPHO1,Recon3D,Homo sapiens
1629_AT1,DBT,Recon3D,Homo sapiens
1632_AT1,ECI1,Recon3D,Homo sapiens
1633_AT1,DCK,Recon3D,Homo sapiens
163404_AT1,PLPPR5,Recon3D,Homo sapiens
1635_AT1,DCTD,Recon3D,Homo sapiens
1636_AT1,ACE,Recon3D,Homo sapiens
1638_AT1,DCT,Recon3D,Homo sapiens
1644_AT1,DDC,Recon3D,Homo sapiens
1645_AT1,AKR1C1,Recon3D,Homo sapiens
1646_AT1,AKR1C2,Recon3D,Homo sapiens
166012_AT1,CHST13,Recon3D,Homo sapiens
1666_AT1,DECR1,Recon3D,Homo sapiens
166785_AT1,MMAA,Recon3D,Homo sapiens
166929_AT1,SGMS2,Recon3D,Homo sapiens
168391_AT1,GALNTL5,Recon3D,Homo sapiens
169355_AT1,IDO2,Recon3D,Homo sapiens
170384_AT1,FUT11,Recon3D,Homo sapiens
170712_AT1,COX7B2,Recon3D,Homo sapiens
171425_AT1,CLYBL,Recon3D,Homo sapiens
171425_AT2,CLYBL,Recon3D,Homo sapiens
1716_AT1,DGUOK,Recon3D,Homo sapiens
1716_AT2,DGUOK,Recon3D,Homo sapiens
1716_AT3,DGUOK,Recon3D,Homo sapiens
1716_AT4,DGUOK,Recon3D,Homo sapiens
1716_AT5,DGUOK,Recon3D,Homo sapiens
1717_AT1,DHCR7,Recon3D,Homo sapiens
1718_AT1,DHCR24,Recon3D,Homo sapiens
1719_AT1,DHFR,Recon3D,Homo sapiens
1723_AT1,DHODH,Recon3D,Homo sapiens
1727_AT1,CYB5R3,Recon3D,Homo sapiens
1728_AT1,NQO1,Recon3D,Homo sapiens
1733_AT1,DIO1,Recon3D,Homo sapiens
1734_AT1,DIO2,Recon3D,Homo sapiens
1735_AT1,DIO3,Recon3D,Homo sapiens
1737_AT1,DLAT,Recon3D,Homo sapiens
1738_AT1,DLD,Recon3D,Homo sapiens
1743_AT1,DLST,Recon3D,Homo sapiens
1757_AT1,SARDH,Recon3D,Homo sapiens
175_AT1,AGA,Recon3D,Homo sapiens
178_AT1,AGL,Recon3D,Homo sapiens
178_AT2,AGL,Recon3D,Homo sapiens
178_AT3,AGL,Recon3D,Homo sapiens
178_AT4,AGL,Recon3D,Homo sapiens
178_AT5,AGL,Recon3D,Homo sapiens
178_AT6,AGL,Recon3D,Homo sapiens
1800_AT1,DPEP1,Recon3D,Homo sapiens
1806_AT1,DPYD,Recon3D,Homo sapiens
1807_AT1,DPYS,Recon3D,Homo sapiens
1808_AT1,DPYSL2,Recon3D,Homo sapiens
1809_AT1,DPYSL3,Recon3D,Homo sapiens
1811_AT1,SLC26A3,Recon3D,Homo sapiens
1836_AT1,SLC26A2,Recon3D,Homo sapiens
1841_AT1,DTYMK,Recon3D,Homo sapiens
1854_AT1,DUT,Recon3D,Homo sapiens
1890_AT1,TYMP,Recon3D,Homo sapiens
1891_AT1,ECH1,Recon3D,Homo sapiens
1892_AT1,ECHS1,Recon3D,Homo sapiens
189_AT1,AGXT,Recon3D,Homo sapiens
18_AT1,ABAT,Recon3D,Homo sapiens
,,,
18_AT2,ABAT,Recon3D,Homo sapiens
191_AT1,AHCY,Recon3D,Homo sapiens
192134_AT1,B3GNT6,Recon3D,Homo sapiens
192286_AT1,HIGD2A,Recon3D,Homo sapiens
195814_AT1,SDR16C5,Recon3D,Homo sapiens
196051_AT1,PLPP4,Recon3D,Homo sapiens
1962_AT1,EHHADH,Recon3D,Homo sapiens
196883_AT1,ADCY4,Recon3D,Homo sapiens
197257_AT1,LDHD,Recon3D,Homo sapiens
197257_AT2,LDHD,Recon3D,Homo sapiens
197258_AT1,FUK,Recon3D,Homo sapiens
199974_AT1,CYP4Z1,Recon3D,Homo sapiens
19_AT1,ABCA1,Recon3D,Homo sapiens
200010_AT1,SLC5A9,Recon3D,Homo sapiens
200576_AT1,PIKFYVE,Recon3D,Homo sapiens
200576_AT2,PIKFYVE,Recon3D,Homo sapiens
200576_AT3,PIKFYVE,Recon3D,Homo sapiens
200810_AT1,ALG1L,Recon3D,Homo sapiens
200931_AT1,SLC51A,Recon3D,Homo sapiens
201164_AT1,PLD6,Recon3D,Homo sapiens
201288_AT1,,Recon3D,Homo sapiens
201562_AT1,HACD2,Recon3D,Homo sapiens
201595_AT1,STT3B,Recon3D,Homo sapiens
2023_AT1,ENO1,Recon3D,Homo sapiens
2026_AT1,ENO2,Recon3D,Homo sapiens
2027_AT1,ENO3,Recon3D,Homo sapiens
2027_AT2,ENO3,Recon3D,Homo sapiens
2030_AT1,SLC29A1,Recon3D,Homo sapiens
203_AT1,AK1,Recon3D,Homo sapiens
204219_AT1,CERS3,Recon3D,Homo sapiens
204_AT1,AK2,Recon3D,Homo sapiens
204_AT2,AK2,Recon3D,Homo sapiens
204_AT3,AK2,Recon3D,Homo sapiens
2053_AT1,EPHX2,Recon3D,Homo sapiens
205_AT1,AK4,Recon3D,Homo sapiens
205_AT2,AK4,Recon3D,Homo sapiens
205_AT3,AK4,Recon3D,Homo sapiens
206358_AT1,SLC36A1,Recon3D,Homo sapiens
2098_AT1,ESD,Recon3D,Homo sapiens
2108_AT1,ETFA,Recon3D,Homo sapiens
2109_AT1,ETFB,Recon3D,Homo sapiens
2109_AT2,ETFB,Recon3D,Homo sapiens
210_AT1,ALAD,Recon3D,Homo sapiens
210_AT2,ALAD,Recon3D,Homo sapiens
2110_AT1,ETFDH,Recon3D,Homo sapiens
211_AT1,ALAS1,Recon3D,Homo sapiens
211_AT2,ALAS1,Recon3D,Homo sapiens
212_AT1,ALAS2,Recon3D,Homo sapiens
2131_AT1,EXT1,Recon3D,Homo sapiens
2132_AT1,EXT2,Recon3D,Homo sapiens
2132_AT2,EXT2,Recon3D,Homo sapiens
2134_AT1,EXTL1,Recon3D,Homo sapiens
2135_AT1,EXTL2,Recon3D,Homo sapiens
2137_AT1,EXTL3,Recon3D,Homo sapiens
215_AT1,ABCD1,Recon3D,Homo sapiens
2167_AT1,FABP4,Recon3D,Homo sapiens
2168_AT1,FABP1,Recon3D,Homo sapiens
2169_AT1,FABP2,Recon3D,Homo sapiens
216_AT1,ALDH1A1,Recon3D,Homo sapiens
2170_AT1,FABP3,Recon3D,Homo sapiens
2171_AT1,FABP5,Recon3D,Homo sapiens
2172_AT1,FABP6,Recon3D,Homo sapiens
2173_AT1,FABP7,Recon3D,Homo sapiens
217_AT1,ALDH2,Recon3D,Homo sapiens
2180_AT1,ACSL1,Recon3D,Homo sapiens
2181_AT1,ACSL3,Recon3D,Homo sapiens
2181_AT2,ACSL3,Recon3D,Homo sapiens
2182_AT1,ACSL4,Recon3D,Homo sapiens
2182_AT2,ACSL4,Recon3D,Homo sapiens
2184_AT1,FAH,Recon3D,Homo sapiens
218_AT1,ALDH3A1,Recon3D,Homo sapiens
2194_AT1,FASN,Recon3D,Homo sapiens
219_AT1,ALDH1B1,Recon3D,Homo sapiens
21_AT1,ABCA3,Recon3D,Homo sapiens
220074_AT1,LRTOMT,Recon3D,Homo sapiens
2203_AT1,FBP1,Recon3D,Homo sapiens
220_AT1,ALDH1A3,Recon3D,Homo sapiens
221223_AT1,CES5A,Recon3D,Homo sapiens
221823_AT1,PRPS1L1,Recon3D,Homo sapiens
221823_AT2,PRPS1L1,Recon3D,Homo sapiens
221955_AT1,DAGLB,Recon3D,Homo sapiens
221_AT1,ALDH3B1,Recon3D,Homo sapiens
2222_AT1,FDFT1,Recon3D,Homo sapiens
2224_AT1,FDPS,Recon3D,Homo sapiens
222537_AT1,HS3ST5,Recon3D,Homo sapiens
222962_AT1,SLC29A4,Recon3D,Homo sapiens
222_AT1,ALDH3B2,Recon3D,Homo sapiens
2235_AT1,FECH,Recon3D,Homo sapiens
2235_AT2,FECH,Recon3D,Homo sapiens
