,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
0,CLSTN1,EPHA2,ERRFI1,EPHA2,EPHA2,MEGF6,ERRFI1,CLSTN1,EPHA2,EPHA2,AL136528.1,EPHA2,PLEKHN1,EPHA2,EPHA2,CLSTN1,C1orf159,EPHA2,EPHA2,LINC01714,MINOS1,EPHA2,NBL1,CLSTN1,ARHGEF16,EPHA2,PLEKHG5,ARHGEF16,CDK11A,EPHA2,EPHA2,ALDH4A1,C1orf167,NADK,EPHA2,RPL22,PIK3CD-AS2,CLSTN1,EPHA2,EPHA2,AL031283.3,ARHGEF10L,EPHA2,SSU72,EPHA2,EPHA2,LZIC,EPHA2,SZRD1,CLSTN1,MINOS1,ERRFI1,EPHA2,ACOT7,EPHA2,RNF223,KCNAB2,AKR7A3,FAAP20,PLEKHG5,ZBTB48,EPHA2,EPHA2,CDK11A,RNF223,ANGPTL7,PLOD1,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,WASH7P,GNB1,FBLIM1,EPHA2,AL031283.3,EPHA2,CLCN6,PLEKHM2,EPHA2,EPHA2,CAMTA1,EPHA2,EPHA2,EPHA2,ACOT7,EPHA2,ACOT7,EPHA2,PLEKHM2,EPHA2,EPHA2,ARHGEF16,MINOS1,SLC2A5,WRAP73,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,PLEKHM2,UBE4B,EPHA2,PIK3CD,RNF223,MST1L,EPHA2,AL031283.3,EPHA2,PLEKHM2,ARHGEF16,CLSTN1,EPHA2,ARHGEF10L,PRKCZ,EPHA2,ARHGEF16,TMCO4,UBE4B,ARHGEF16,ERRFI1,SRARP,CLSTN1,CLSTN1,PIK3CD-AS2,PIK3CD-AS2,EPHA2,GNB1,ATAD3A,EPHA2,EPHA2,PLEKHM2,CLSTN1,CFAP74,EPHA2,CLSTN1,PLEKHM2,ARHGEF16,CLSTN1,CLSTN1,FBLIM1,SAMD11,EPHA2,EPHA2,C1orf167,C1orf167,EPHA2,AL645608.9,CDK11B,C1orf167,EPHA2,ERRFI1,EPHA2,ERRFI1,C1orf167,MINOS1,EPHA2,ERRFI1,EPHA2,AKR7A2,EPHA2,IFFO2,AGRN,CLSTN1,EPHA2,RNF207,CHD5,EPHA2,C1orf167,KIF1B,AGRN,ACOT7,MEGF6,ACOT7,EPHA2,CLSTN1,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,CLSTN1,CLSTN1,CLSTN1,CLSTN1,AL590644.1,AL590644.1,CLSTN1,CLSTN1,AL590644.1,AL590644.1,AL590644.1,CLSTN1,ERRFI1,ACOT7,ACOT7,AL590644.1,CLSTN1,PIK3CD-AS1,PIK3CD-AS1,EPHA2,ACOT7,ACOT7,ACOT7,EPHA2,EPHA2,EPHA2,EPHA2,ERRFI1,EPHA2,ACOT7,ACOT7,ERRFI1,ERRFI1,EPHA2
1,CLSTN1,HES4,EPHA2,AGTRAP,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,TNFRSF14-AS1,EPHA2,EPHA2,EPHA2,FAAP20,TMCO4,EPHA2,CLSTN1,PLA2G2C,TMCO4,DHRS3,EPHA2,ARHGEF16,EPHA2,EPHA2,C1orf127,ACOT7,EPHA2,EPHA2,SSU72,AL391244.1,ARHGEF16,EPHA2,AGTRAP,CLCN6,EPHA2,EPHA2,EPHA2,UBE4B,MTOR,EPHA2,AL669831.5,EPHA2,EPHA2,AL139246.3,TMEM201,PLCH2,EPHA2,TMCO4,TMEM51,EPHA2,ACOT7,EPHA2,X,SRARP,CTNNBIP1,CENPS,FBLIM1,MEGF6,CLSTN1,EPHA2,INTS11,WASH7P,ICMT,PLEKHG5,EPHA2,MINOS1,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,SZRD1,ACAP3,INTS11,PLOD1,CLSTN1,EPHA2,CROCCP2,CLSTN1,EPHA2,EPHA2,MIIP,EPHA2,EPHA2,EPHA2,AL355149.1,EPHA2,MINOS1,EPHA2,ACOT7,EPHA2,EPHA2,DVL1,EPHA2,SLC2A5,THAP3,EPHA2,EPHA2,EPHA2,EPHA2,CLSTN1,FBXO42,ICMT,EPHA2,DVL1,CTNNBIP1,EPHA2,EPHA2,AL669831.3,EPHA2,CLSTN1,WASH7P,NADK,EPHA2,EPHA2,AL390719.1,AL669831.5,GPR157,GNB1,MTOR,RNF223,ACOT7,CLSTN1,SRARP,PIK3CD-AS2,HES3,HES3,EPHA2,UBE2J2,TMCO4,EPHA2,EPHA2,PADI1,LZIC,AGRN,EPHA2,ARHGEF16,NADK,CLSTN1,ACOT7,EPHA2,FBLIM1,SAMD11,EPHA2,EPHA2,CASZ1,PLEKHM2,C1orf167,CLSTN1,MTOR,UBE4B,C1orf167,EPHA2,EPHA2,EPHA2,CLSTN1,PLOD1,EPHA2,EPHA2,EPHA2,IFFO2,EPHA2,AL732372.2,IFFO2,C1orf167,EPHA2,RPL22,MINOS1,EPHA2,AGMAT,AGRN,AGRN,EPHA2,ACOT7,TMEM51,ACOT7,MINOS1,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,CLSTN1,EPHA2,EPHA2,CLSTN1,CLSTN1,CLSTN1,PLEKHM2,CLSTN1,PIK3CD,CLSTN1,AL590644.1,PLEKHM2,AL590644.1,PLEKHM2,CLSTN1,CLSTN1,PIK3CD-AS1,AL590644.1,ACOT7,ACOT7,CLSTN1,ERRFI1,CLSTN1,EPHA2,ERRFI1,ACOT7,CLSTN1,CLSTN1,EPHA2,EPHA2,ERRFI1,EPHA2,LZIC,CLSTN1,CLSTN1,EPHA2,ERRFI1,ERRFI1
2,CDK11A,EPHA2,ERRFI1,NOL9,EPHA2,EPHA2,MST1L,EPHA2,EPHA2,EPHA2,ACOT7,EPHA2,PLEKHN1,EPHA2,EPHA2,CLSTN1,CTNNBIP1,EPHA2,EPHA2,ACAP3,EPHA2,NBL1,TMCO4,EPHA2,NADK,ACOT7,EPHA2,ARHGEF16,DHRS3,CLSTN1,CTNNBIP1,CAMTA1-DT,CASP9,ARHGEF16,EPHA2,RPL22,SZRD1,CLSTN1,DVL1,EPHA2,DNAJC11,DFFA,CLSTN1,AL136528.1,EPHA2,CHD5,AL139246.3,EPHA2,PLOD1,EPHA2,ACOT7,ARHGEF10L,EPHA2,TNFRSF14,UBE4B,CDK11B,MEGF6,PIK3CD,WASH7P,PLEKHG5,MEGF6,EPHA2,EPHA2,ICMT,NADK,TMEM82,SZRD1,EPHA2,EPHA2,EPHA2,CLSTN1,EPHA2,AL355149.1,EPHA2,EPHA2,EPHA2,ACAP3,ICMT,IFFO2,CLSTN1,CDK11B,EPHA2,PRKCZ,TNFRSF25,RPL22,EPHA2,PRDM2,KIF1B,EPHA2,KIF1B,PLEKHM2,EPHA2,FAAP20,EPHA2,CLSTN1,ERRFI1,LINC01128,ARHGEF16,CASP9,CHD5,CHD5,ERRFI1,EPHA2,CLSTN1,EPHA2,ACOT7,ACOT7,NBPF1,PLCH2,ATP13A2,CTNNBIP1,KIF1B,EPHA2,CDK11A,EPHA2,CLSTN1,TMCO4,SRM,EPHA2,EPHA2,ARHGEF16,AL390719.1,PRKCZ,PLEKHM2,CLSTN1,CASZ1,PLA2G2C,EPHA2,PIK3CD-AS2,SAMD11,CLSTN1,MEGF6,EPHA2,DVL1,CHD5,EPHA2,ERRFI1,NADK,NADK,MIB2,PIK3CD-AS2,PEX10,ACOT7,ARHGEF16,AL139246.1,DHRS3,CLSTN1,GNB1,KCNAB2,EPHA2,PLA2G2A,MMP23B,EPHA2,CLSTN1,HES2,CLSTN1,EPHA2,ERRFI1,ERRFI1,TMEM51,CROCCP3,EPHA2,EPHA2,EPHA2,EPHA2,PRDM2,EPHA2,AGRN,IFFO2,TNFRSF4,EPHA2,CAMTA1,PLEKHG5,C1orf167,RER1,MAD2L2,MAD2L2,ERRFI1,UBIAD1,C1orf159,EPHA2,CLSTN1,CLSTN1,CLSTN1,CLSTN1,CLSTN1,CLSTN1,EPHA2,CLSTN1,CLSTN1,CLSTN1,EPHA2,AL590644.1,AL590644.1,EPHA2,PIK3CD,PLEKHM2,PLEKHM2,AL590644.1,ACOT7,ACOT7,CLSTN1,NBPF1,CLSTN1,EPHA2,AL590644.1,ACOT7,LINC01759,CLSTN1,ERRFI1,ERRFI1,LZIC,DHRS3,CLSTN1,CLSTN1,EPHA2,PIK3CD-AS1,EPHA2,EPHA2,ERRFI1,CLSTN1,CLSTN1,EPHA2,EPHA2,ERRFI1
3,CAPZB,EPHA2,TMEM51,ARHGEF10L,KIF1B,MEGF6,GNB1,CLSTN1,PLEKHM2,EPHA2,EPHA2,KCNAB2,DISP3,EPHA2,CASP9,EPHA2,NOL9,ARHGEF10L,DVL1,AL627309.1,DHRS3,DHRS3,C1orf167,EPHA2,AL136528.1,DVL1,EPHA2,AL355994.2,AL627309.5,AL031283.3,UBE4B,AL391244.1,AL669831.5,NBL1,KIF1B,C1orf127,ARHGEF19,EPHA2,CLSTN1,EPHA2,MEGF6,CAMTA1,EPHA2,ALDH4A1,EPHA2,CLSTN1,NOL9,EPHA2,CAPZB,ACOT7,RPL22,EPHA2,ERRFI1,CLSTN1,EMC1,ENO1,CASZ1,AKR7A3,MINOS1,PEX10,PLOD1,AL669831.1,EPHA2,MORN1,DVL1,CASZ1,PARK7,EPHA2,EPHA2,EPHA2,CLSTN1,PLEKHM2,MINOS1,EPHA2,EPHA2,EPHA2,LINC01714,ANGPTL7,ACOT7,EPHA2,KIF1B,EPHA2,AL008733.1,TNFRSF25,EPHA2,PLOD1,MXRA8,EPHA2,KIF1B,EPHA2,ACOT7,EPHA2,CLSTN1,EPHA2,PLA2G2A,EPHA2,LINC01128,PLA2G2C,CLSTN1,ACOT7,TMCO4,ERRFI1,EPHA2,EPHA2,AL645608.3,EPHA2,ENO1,UBR4,EPHA2,ALDH4A1,TNFRSF9,AL669831.5,EPHA2,RCC2,EPHA2,PIK3CD,KAZN,EMC1,EPHA2,TMEM51,ARHGEF16,UBIAD1,EPHA2,NADK,ARHGEF16,PIK3CD,EPHA2,SZRD1,CROCC,VPS13D,RERE,SRARP,EPHA2,NADK,ATAD3A,PLOD1,EPHA2,DVL1,ZBTB17,ZBTB17,NADK,NADK,LZIC,RNF207,LINC01134,NBPF1,EPHA2,RERE,MIIP,EPHA2,ARHGEF10L,DVL1,EPHA2,PLEKHN1,GNB1,UBIAD1,EPHA2,EPHA2,EPHA2,UBR4,AL365194.1,EPHA2,EPHA2,EPHA2,EPHA2,PLOD1,PRKCZ,IFFO2,NBL1,AL732372.2,EPHA2,EPHA2,AGRN,EPHA2,CROCCP3,PRKCZ,KIF1B,EPHA2,NMNAT1,ESPN,MEGF6,CHD5,EPHA2,EPHA2,ACOT7,EPHA2,LINC00337,EPHA2,ACOT7,ACOT7,ACOT7,ACOT7,NBPF1,CLSTN1,EPHA2,AL590644.1,AL590644.1,CLSTN1,RERE,ACOT7,ACOT7,ACOT7,DVL1,ACOT7,LZIC,AL590644.1,CLSTN1,ACOT7,EPHA2,EPHA2,ACOT7,PIK3CD-AS1,CAMTA1,LINC01759,PIK3CD-AS1,EPHA2,EPHA2,EPHA2,LZIC,EPHA2,ACOT7,EPHA2,ERRFI1,PIK3CD-AS1,EPHA2
4,ESPNP,CLSTN1,ARHGEF10L,ERRFI1,Z98257.1,EPHA2,EPHA2,EPHA2,CLSTN1,CLCN6,NBL1,ACOT7,RNF223,PLEKHN1,CAMTA1,CTNNBIP1,PLOD1,EPHA2,PLOD1,WASH7P,NBL1,NADK,AL031283.3,MINOS1,UBR4,EPHA2,UBR4,PLEKHG5,CTRC,AGRN,EPHA2,ACAP3,ALDH4A1,TMEM51,EPHA2,MINOS1,EXOSC10,EPHA2,ACOT7,EPHA2,CLSTN1,DDI2,PLEKHM2,C1orf167,EPHA2,EPHA2,CAMTA1,EPHA2,RCC2,CLSTN1,SLC35E2B,EPHA2,C1orf127,TMEM52,SPEN,SDHB,UBE2J2,PIK3CD,PRDM2,ARHGEF16,NPHP4,GPR157,ACOT7,MEGF6,AKR7A3,TTLL10,PLA2G2C,EPHA2,PLEKHM2,EPHA2,EPHA2,EPHA2,EPHA2,CLSTN1,EPHA2,AP006222.1,PEX10,CLSTN1,ERRFI1,PIK3CD-AS1,FBLIM1,ERRFI1,NADK,SRARP,EPHA2,KIF1B,X,EPHA2,EPHA2,PLOD1,CAMTA1,KIF1B,KCNAB2,EPHA2,PLA2G2A,PIK3CD-AS1,ICMT,EPHA2,WRAP73,NBPF1,NADK,PEX10,PLOD1,EPHA2,EPHA2,EPHA2,PQLC2,CROCCP3,PIK3CD-AS1,SLC2A5,UBXN10-AS1,ARHGEF10L,EPHA2,MORN1,DVL1,EPHA2,PRKCZ,NOL9,EPHA2,ARHGEF10L,KAZN,EPHA2,ARHGEF10L,ARHGEF16,ERRFI1,PIK3CD,LZIC,UBR4,MEGF6,TMEM51,CASZ1,RERE,KIF1B,PLEKHG5,EPHA2,ANGPTL7,PARK7,AL645608.9,SRARP,AGRN,LZIC,ARHGEF16,CLSTN1,PADI3,PLOD1,FBLIM1,FBLIM1,TMCO4,INTS11,ARHGEF10L,KAZN,UBE4B,EPHA2,SAMD11,THAP3,DVL1,CLSTN1,AL390719.1,EPHA2,C1orf167,AL627309.5,C1orf167,EPHA2,EPHA2,EPHA2,IFFO2,AL139246.2,KIF1B,NECAP2,CAPZB,AL732372.2,ARHGEF16,MEGF6,FAAP20,MXRA8,ARHGEF10L,AGRN,MFN2,ATAD3A,AL627309.5,EPHA2,GNB1,SZRD1,ACOT7,KIF1B,DVL1,EPHA2,ACOT7,CLSTN1,EPHA2,KIF1B,EMC1,AL590644.1,ACAP3,SRARP,PIK3CD,ACOT7,PRDM2,PRDM2,GNB1,AL590644.1,PLEKHM2,LINC01759,EPHA2,LINC01714,GNB1,LINC01714,MEGF6,EPHA2,ERRFI1,EPHA2,OTUD3,C1orf159,AL590644.1,DVL1,AL645608.9,AGTRAP,ERRFI1,ERRFI1,ACOT7,HSPB7,GNB1,PIK3CD-AS1,EPHA2,EPHA2
5,DHRS3,NBL1,TMEM51,INTS11,WASH7P,AL391244.1,RPL22,EPHA2,EPHA2,UBR4,CLCN6,EPHA2,PLEKHN1,PLEKHN1,AGRN,UBE4B,AKR7L,ACAP3,EPHA2,ALDH4A1,PLEKHN1,EPHA2,SSU72,KCNAB2,ARHGEF16,EPHA2,EPHA2,MIIP,SAMD11,PLEKHM2,AL355994.2,WASH7P,RNF207,AGRN,LINC01128,TTLL10,EXOSC10,ICMT,EPHA2,ACOT7,PLEKHG5,SLC2A5,EPHA2,AL391244.1,EPHA2,CEP104,NBPF1,EPHA2,TNFRSF14-AS1,EPHA2,PLEKHM2,ERRFI1,ERRFI1,PIK3CD-AS2,CDK11A,ARHGEF16,MINOS1,CLCN6,LINC01342,PLEKHG5,SZRD1,CLSTN1,EPHA2,AL732372.2,SZRD1,AL031283.3,DHRS3,PLOD1,ERRFI1,CLSTN1,EPHA2,ACOT7,PLEKHM2,CLSTN1,PLOD1,EPHA2,SZRD1,UBE2J2,AL732372.2,PLA2G2C,MFAP2,EPHA2,LZIC,CTNNBIP1,PLEKHM2,CAMTA1,MORN1,PLOD1,EPHA2,LINC01714,TP73-AS1,EPHA2,EPHA2,EPHA2,ACOT7,FBLIM1,TNFRSF14,AL031283.3,FAAP20,NBL1,CTNNBIP1,EPHA2,EPHA2,DVL1,PANK4,EPHA2,MTOR,MORN1,EPHA2,TP73,CLSTN1,CLSTN1,LINC01128,GNB1,RCC2,ACOT7,ARHGEF16,EMC1,EPHA2,ERRFI1,ARHGEF16,KAZN,NBL1,KIF1B,MFN2,PRKCZ,PIK3CD-AS1,VAMP3,SAMD11,PEX10,PDPN,MEGF6,RPL22,PIK3CD,KCNAB2,FBLIM1,RPL22,X,RER1,NBL1,CASP9,CLSTN1,TPRG1L,PEX10,UBE4B,ARHGEF10L,DHRS3,NBPF1,EPHA2,AL096855.1,ARHGEF10L,CELA2A,OTUD3,EPHA2,PLA2G2A,CROCCP3,PLCH2,TMEM51,C1orf167,EPHA2,CROCCP3,PLEKHM2,RNF223,EPHA2,EPHA2,MORN1,EPHA2,AC114498.1,ERRFI1,ICMT,CAMTA1,EPHA2,PLEKHG5,CLCN6,TNFRSF14-AS1,PLEKHG5,UBR4,EPHA2,DHRS3,DNAJC16,EPHA2,TMEM88B,PIK3CD,LINC00337,SLC2A5,PIK3CD-AS1,SZRD1,EPHA2,KIF1B,KIF1B,HES4,PLEKHN1,INTS11,NBPF1,NBPF1,CLSTN1,GNB1,ACAP3,DVL1,PLEKHM2,GNB1,AL590644.1,PLOD1,EPHA2,CLSTN1,NBPF1,CLSTN1,RERE,TMEM51,LZIC,LZIC,CLSTN1,MTOR,TMCO4,KAZN,EPHA2,EPHA2,EPHA2,EPHA2,EPHA2,GNB1,DFFB,EPHA2,TMEM51,EPHA2
6,CDK11A,TNFRSF14,CTNNBIP1,MTOR,AL031283.3,SZRD1,EPHA2,PIK3CD,EPHA2,AL391244.1,DVL1,EPHA2,AKR7A3,RNF207,EPHA2,TMCO4,LZIC,EPHA2,TMEM201,FAAP20,FBXO6,EPHA2,RERE,KIF1B,C1orf127,TTLL10,EPHA2,EPHA2,AL645608.3,AGRN,CLSTN1,Z98884.1,AL669831.5,PLEKHG5,PLEKHM2,AGRN,EXOSC10,EPHA2,AL590644.1,SSU72,KIF1B,THAP3,EPHA2,LINC01714,MINOS1,UBE2J2,MINOS1,AL355994.2,ACOT7,EPHA2,ARHGEF10L,EPHA2,EPHA2,PLEKHM2,SLC35E2B,HES2,CDK11A,ACOT7,DVL1,ARHGEF10L,GPR153,ERRFI1,PLOD1,ZBTB48,ARHGEF16,SLC25A33,NADK,EPHA2,CDK11A,CLSTN1,ACOT7,EPHA2,EFHD2,EPHA2,MIIP,CLSTN1,TTLL10,LINC01128,FBLIM1,DVL1,LINC01714,AKR7A3,UBR4,CASZ1,EPHA2,EPHA2,IFFO2,EPHA2,EPHA2,EPHA2,CLSTN1,EPHA2,PARK7,EPHA2,VPS13D,PLOD1,CCNL2,PLEKHG5,CDK11A,NBPF1,PLEKHM2,EPHA2,KIF1B,EPHA2,UBR4,MEGF6,AL669831.5,HES4,LZIC,PLEKHG5,TNFRSF18,SKI,EPHA2,UBE2J2,CLSTN1,PADI1,PRKCZ,PLEKHM2,CLSTN1,ARHGEF10L,AL390719.1,FBLIM1,TMCO4,CLSTN1,UBE2J2,PLA2G2C,PRDM2,MMEL1,MMEL1,TMCO4,SAMD11,CASZ1,NBPF1,CLCN6,PADI1,CLSTN1,SDHB,DVL1,TNFRSF8,AP006222.1,MXRA8,SSU72,SDHB,AL139246.1,ERRFI1,ERRFI1,KIF1B,MRPL20,MMP23A,RNF207,PIK3CD,UBE4B,RNF207,TMEM51,C1QTNF12,CELA2A,EFHD2,EPHA2,EPHA2,EPHA2,AGRN,DVL1,EPHA2,TMCO4,EPHA2,NPHP4,VPS13D,AKR7A2,TNFRSF4,LINC01770,PARK7,C1orf159,PLCH2,EPHA2,UBR4,PLEKHG5,TMCO4,EPHA2,NBPF1,NBL1,GNB1,CAMTA1,EPHA2,UBE2J2,TNFRSF4,KIF1B,UBE2J2,NBL1,PIK3CD,PIK3CD,RNF207,RNF207,PLEKHM2,SRARP,NBPF1,CLSTN1,CLSTN1,NBPF1,DNAJC11,PIK3CD,NBPF1,ACAP3,GNB1,LZIC,VPS13D,AKR7A3,FBLIM1,ACAP3,KIF1B,ICMT,EPHA2,MTOR,CENPS,KIF1B,DFFB,KAZN,EPHA2,PIK3CD-AS1,EPHA2,ACAP3,MTOR,NADK,EPHA2,EPHA2,PIK3CD-AS1
7,CDK11A,HES4,EPHA2,CLCN6,TMCO4,EPHA2,FHAD1,ACAP3,EPHA2,DVL1,LINC01128,EPHA2,PLEKHN1,RPL22,KIF1B,RSG1,TMCO4,TMEM51,LINC01714,ENO1,PLEKHN1,C1orf167,NADK,MINOS1,AL645608.9,EPHA2,NPHP4,ARHGEF16,VWA1,KIF1B,EPHA2,CLSTN1,TMCO4,EPHA2,CAMTA1,IFFO2,PRDM2,DFFB,EPHA2,PIK3CD-AS1,PIK3CD,PLOD1,KCNAB2,CDK11A,PRKCZ,EPHA2,AGRN,KIF1B,CENPS,EPHA2,EPHA2,GPR153,KIF1B,NPHP4,KIF1B,AGMAT,ARHGEF10L,AKR7A3,CROCC,PLEKHG5,MEGF6,FBLIM1,PLEKHM2,TNFRSF14-AS1,NOL9,CLSTN1,MORN1,CLSTN1,EPHA2,KIF1B,GNB1,EPHA2,AL627309.2,GNB1,EPHA2,PLOD1,UBE2J2,MXRA8,CROCC,PLEKHG5,PDPN,PLEKHG5,FHAD1,ARHGEF16,EPHA2,EPHA2,ACOT7,EPHA2,EPHA2,EPHA2,SLC35E2,PLOD1,CDK11A,PLOD1,ACOT7,RPL22,FBLIM1,RPL22,CDK11A,AGRN,IGSF21,KAZN,EPHA2,PLOD1,X,EPHA2,NADK,C1orf159,PLEKHM2,PIK3CD,LZIC,FBLIM1,WASH7P,MEGF6,ACOT7,PEX10,Z98257.1,C1orf159,UBE2J2,MEGF6,PLEKHM2,RPL22,RNF223,ANKRD65,UBE4B,PLA2G2A,X,LINC01128,TMCO4,LZIC,PEX10,CLCN6,EPHA2,NECAP2,FAAP20,FBLIM1,SPEN,PADI1,ACAP3,MFN2,TNFRSF25,NADK,RERE,RERE,FBLIM1,KIF1B,CROCCP3,LINC01714,EPHA2,ARHGEF10L,ENO1,UBE4B,EPHA2,PLEKHN1,CROCCP3,AL031283.3,PLEKHM2,MFN2,EPHA2,TMEM51,AL732372.2,EPHA2,EPHA2,EPHA2,ERRFI1,PLOD1,MXRA8,UBE2J2,NADK,MINOS1,NPHP4,GPR157,CHD5,AL035413.1,FBLIM1,IFFO2,AL732372.2,EPHA2,CLCN6,OTUD3,EPHA2,PEX10,EPHA2,EPHA2,SZRD1,CLSTN1,KIF1B,TMEM88B,SZRD1,CLSTN1,SZRD1,PLEKHN1,SRARP,ACAP3,PLOD1,PIK3CD,NBPF1,ACOT7,KCNAB2,PIK3CD,ARHGEF10L,MINOS1,PIK3CD-AS1,EPHA2,CLSTN1,UBIAD1,AL590644.1,FBLIM1,CLSTN1,EPHA2,EPHA2,DNAJC16,CLSTN1,DFFB,KAZN,KAZN,EPHA2,CTRC,WRAP73,EPHA2,EPHA2,ACAP3,KAZN,OTUD3,LZIC
