,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
0,H3K27me3K36me0,H3K27me3K36me0,H3K56me0,H3K79me0,H3K27me1K36me0,H3K18ac0K23ub1,H3.3K27me0K36me0,H3K27ac1K36me2,H3.3K27me0K36me0,H3K79me1,H3K9me0K14ac0,H3.3K27me0K36me0,H3K18ac0K23ac1,H3K27me1K36me3,H3K9me3K14ac0,H3K27me3K36me0,H3K27me3K36me1,H3K27me3K36me0,H3.3K27me0K36me0,H3K79me1,H3K56me1,H3K27me1K36me3,H3K27me2K36me1,H3.3K27me0K36me0,H3K9ac1K14ac1,H3.3K27me0K36me0,H3K27me2K36me0,H3K4me2,H3K9me0K14ac0,H3K27me0K36me3,H3K9me3K14ac0,H3K4me1,H3K27me3K36me1,H3K27me1K36me3,H3K9me3K14ac0,H3K18ac0K23ac1,H3K27me2K36me2,H3K27me1K36me0,H3K18ac0K23ac1,H3K4me1,H3K4ac1,H3K9me1K14ac1,H3.3K27me0K36me0,H3K79me0,H3K9me1K14ac0,H3K27me2K36me1,H3K9me1K14ac1,H3K9me3K14ac0,H3K4me0,H3K27me3K36me0,H3K27me1K36me3,H3K27me3K36me0,H3K27me2K36me0,H3K18ac0K23ub1,H3K27me2K36me0,H3K9me3K14ac0,H3K27ac1K36me3,H3K27ac1K36me2,H3K27me1K36me0,H3K27me1K36me0,H3.3K27me0K36me0,H3K9ac1K14ac0,H3K9me3K14ac0,H3K18ac0K23ub1,H3K27me1K36me0,H3K18ac0K23ub1,H3K9me2K14ac0,H3K18ac0K23ac0,H3K18ac0K23ac1,H3K9me3K14ac0,H3K9me3K14ac0,H3K9me3K14ac0,H3K9me3K14ac0,H3K9me3K14ac0,H3K9me3K14ac0,H3K9me3K14ac0,H3K27me1K36me0,H3K9ac1K14ac0,H3K18ac0K23ac1,H3K27ac1K36me2,H3K79me0,H3K27me2K36me0,H3K18ac0K23ub1,H3K9me1K14ac1,H3K4ac1,H3K18ac0K23ac1,H3K4me0,H3K9me3K14ac0,H3K9me3K14ac0,H3K9me3K14ac0,H3K18ac0K23ac1,H3K18ac0K23ac1,H3.3K27me0K36me0,H3.3K27me0K36me0,H3K27ac1K36me2,H3K9me3K14ac0,H3K9me3K14ac0,H3K27me1K36me0,H3.3K27me0K36me0,H3K18ac0K23ac1,H3K18ac0K23ub1,H3K27me3K36me0,H3K27me3K36me0,H3.3K27me0K36me0,H3K4me0,H3.3K27me0K36me0,H3K4me1,H3K27me1K36me2,H3K9me3K14ac0,H3K9ac1K14ac0,H3.3K27me0K36me0,H3K27me3K36me0,H3K27me1K36me2,H3K18ac0K23ub1,H3K9me3K14ac0,H3K9me2K14ac1,H3K27me1K36me0,H3K79me2,H3K27me2K36me0,H3K27me2K36me0,H3K27me1K36me0,H3K9ac1K14ac0,H3K27me1K36me2,H3K4me0,H3K18ac1K23ac0,H3K4me1,H3K27me1K36me2,H3K79me1,H3K4me1,H3K4me1,H3K4me1,H3K4me1,H3K27me2K36me0,H3K18ac1K23ac0,H3K79me0,H3.3K27me0K36me0,H3K4me1,H3K4me1,H3K27me3K36me1,H3K4me1,H3K27me1K36me3,H3K4me0,H3K4me0,H3K9me1K14ac1,H3.3K27me0K36me0,H3K27me1K36me3,H3K27me3K36me1,H3K27me3K36me1,H3K27me1K36me3,H3.3K27me0K36me0,H3K18ac1K23ac1,H3K27me2K36me0,H3K27me1K36me2,H3K27me1K36me3,H3K27me1K36me0,H3K27me2K36me0,H3K27me2K36me0,H3K27me1K36me3,H3K27me3K36me0,H3K4me2,H3K27me2K36me2,H3K9ac1K14ac0,H3K9ac1K14ac0,H3K27me2K36me0,H3K27me3K36me0,H3K27me2K36me0,H3K27me2K36me0,H3K27me2K36me0,H3K27me2K36me0,H3K4me2,H3.3K27me0K36me0,H3K27me1K36me2,H3K27me2K36me0,H3K27me2K36me2,H3K27me2K36me2,H3K9me1K14ac1,H3K9me1K14ac1,H3.3K27me0K36me0,H3.3K27me0K36me0,H3.3K27me0K36me0,H3K9me1K14ac0,H3K4me2,H3K9me3K14ac0,H3K9me3K14ac0,H3K27me2K36me0,H3.3K27me0K36me0,H3K9me2K14ac1,H3K27me2K36me2,H3K9me3K14ac0,H3.3K27me0K36me0,H3K27me3K36me0,H3K9me2K14ac1,H3K9me3K14ac0,H3K9me2K14ac1,H3K27me1K36me0,H3K9me3K14ac0,H3K18ac0K23ac1,H3K27me1K36me0,H3K27me1K36me0,H3K9me3K14ac0,H3K27me0K36me0,H3K9me1K14ac0,H3K27me3K36me1,H3K27me1K36me3,H3K27me1K36me3,H3K18ac0K23ac0,H3K27me0K36me1,H3K9me1K14ac0,H3K27me1K36me2,H3K27me1K36me3,H3K27me1K36me3,H3K27me1K36me3,H3K79me0,H3K27me0K36me1,H3K27me1K36me2,H3K9ac1K14ac0,H3K27me1K36me3,H3K27me1K36me3,H3K27me1K36me3,H3K27me1K36me3,H3K27me1K36me3,H3K27me1K36me2,H3K27me3K36me0,H3K27me3K36me0,H3K27me1K36me2
1,H3K9ac1K14ac0,H3K27me1K36me0,H3.3K27me0K36me0,H3K18ac0K23ac0,H3K27me0K36me3,H3K4me1,H3K9me3K14ac0,H3K27me1K36me0,H3K9me3K14ac0,H3K27me2K36me1,H3K27me3K36me0,H3K9me3K14ac0,H3.3K27me0K36me0,H3.3K27me0K36me0,H3K18ac0K23ac1,H3K27me2K36me0,H3K4ac1,H3K27me3K36me1,H3K27me3K36me0,H3K27me1K36me0,H3K9me3K14ac0,H3K9ac1K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac1,H3K9me1K14ac0,H3K9me3K14ac0,H3K27me1K36me0,H3K27me2K36me2,H3K27me0K36me2,H3K27me2K36me0,H3K27me3K36me0,H3K79me1,H3K4me1,H3K27me0K36me2,H3K27me2K36me0,H3K4me1,H3K27me3K36me1,H3K27ac1K36me2,H3K9me3K14ac0,H3K27me0K36me0,H3K27me1K36me2,H3K79me2,H3K9me3K14ac0,H3K4me1,H3K9me3K14ac0,H3.3K27me0K36me0,H3.3K27me0K36me0,H3K27me3K36me0,H3K56me1,H3.3K27me0K36me0,H3K9me3K14ac0,H3K27me1K36me2,H3K27me2K36me2,H3K27me1K36me0,H3K27me1K36me3,H3K27ac1K36me1,H3K27me3K36me1,H3K27me2K36me1,H3K9me3K14ac1,H3K27me0K36me2,H3K18ac0K23ac0,H3K27me1K36me2,H3K27me2K36me0,H3K18ac0K23ac1,H3.3K27me0K36me0,H3K79me1,H3K27ac1K36me3,H3K27me3K36me0,H3K9me3K14ac0,H3.3K27me0K36me0,H3K9ac1K14ac0,H3K27me2K36me0,H3K27ac1K36me0,H3K27me1K36me2,H3K18ac1K23ac1,H3K27me1K36me2,H3.3K27me0K36me0,H3K79me1,H3K9me3K14ac0,H3K18ac1K23ac1,H3K4ac1,H3K18ac0K23ac1,H3K9ac1K14ac0,H3K79me0,H3K27me1K36me3,H3.3K27me0K36me0,H3.3K27me0K36me0,H3K9me2K14ac1,H3K27me3K36me0,H3K18ac0K23ac1,H3K27me0K36me1,H3.3K27me0K36me0,H3K9me3K14ac0,H3K18ac0K23ac1,H3K9me1K14ac1,H3.3K27me0K36me0,H3K79me1,H3K9me1K14ac0,H3K9ac1K14ac0,H3K27me1K36me0,H3K4me2,H3K27me1K36me0,H3K27me2K36me0,H3K4ac1,H3K27me1K36me3,H3K27me3K36me0,H3K9me1K14ac0,H3K18ac1K23ac0,H3K27me1K36me0,H3K4ac1,H3K9ac1K14ac0,H3K27me2K36me2,H3K9ac1K14ac0,H3K27me0K36me2,H3K4ac1,H3K4me1,H3K27me0K36me1,H3K9me2K14ac1,H3K27me3K36me0,H3K27me3K36me0,H3K27me2K36me0,H3K27me1K36me0,H3K27me3K36me0,H3K9me0K14ac0,H3K4me1,H3K27me1K36me2,H3K79me1,H3K4me1,H3K79me1,H3K9me3K14ac0,H3K79me1,H3K79me1,H3K27me3K36me0,H3K4me1,H3.3K27me0K36me0,H3K18ac0K23ac1,H3K27me0K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me0,H3K56me1,H3K27me1K36me3,H3K4me1,H3K79me1,H3K27me0K36me1,H3K9me2K14ac1,H3K9me3K14ac0,H3K4me1,H3K27me2K36me0,H3K18ac1K23ac0,H3K27me2K36me0,H3K18ac1K23ac1,H3K27me3K36me0,H3K4me2,H3K4me2,H3K18ac1K23ac0,H3K27me3K36me0,H3K27me1K36me2,H3K9ac1K14ac0,H3K27me2K36me2,H3K27me2K36me0,H3K9me3K14ac0,H3K27me2K36me0,H3K9ac1K14ac0,H3K27me2K36me0,H3K27me3K36me0,H3K9me3K14ac0,H3K27me0K36me0,H3K9me2K14ac1,H3K9ac1K14ac1,H3K9me3K14ac0,H3K4ac1,H3K9me3K14ac0,H3K4me2,H3K27me2K36me0,H3K27me1K36me0,H3K9ac1K14ac1,H3K9me3K14ac0,H3K9me1K14ac0,H3K27me1K36me0,H3K27me1K36me2,H3K27me0K36me3,H3K27me2K36me0,H3K27me2K36me0,H3K27me3K36me0,H3K27me3K36me0,H3K27me2K36me0,H3K18ac0K23ac1,H3.3K27me0K36me0,H3K27me3K36me0,H3K9me3K14ac0,H3K27me1K36me2,H3K9me3K14ac1,H3K9me3K14ac0,H3K27me3K36me0,H3K27me0K36me0,H3K27me0K36me0,H3.3K27me0K36me0,H3K9me1K14ac0,H3K18ac0K23ac1,H3K9me3K14ac1,H3K27me1K36me0,H3K9me1K14ac0,H3K27me1K36me2,H3K9me0K14ac0,H3K27me0K36me0,H3K9me1K14ac0,H3.3K27me0K36me0,H3K27me2K36me2,H3K27me1K36me2,H3K27me1K36me2,H3K27me3K36me0,H3K27me0K36me1,H3K27me1K36me2,H3K4me1,H3K27me2K36me0,H3K9ac1K14ac0,H3K27me3K36me0,H3K27me1K36me2,H3K27me1K36me2,H3K27me0K36me1,H3K4me1,H3K27me1K36me3,H3K9ac1K14ac0,H3K27me1K36me3
2,H3K27ac1K36me3,H3K27me2K36me0,H3K4me1,H3K4me2,H3K27me3K36me0,H3K9me3K14ac0,H3K27me2K36me2,H3K4me0,H3K27me2K36me0,H3K27me1K36me0,H3K27me0K36me3,H3K27me3K36me0,H3K27me2K36me0,H3K18ac0K23ac1,H3.3K27me0K36me0,H3K27me0K36me0,H3K9me0K14ac0,H3K27me2K36me0,H3K4ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me3K36me0,H3K18ac1K23ac1,H3K9me3K14ac0,H3.3K27me0K36me0,H3K27me3K36me0,H3K9me1K14ac1,H3K27ac1K36me0,H3K9me2K14ac1,H3K27me0K36me2,H3K9me3K14ac1,H3K27me1K36me0,H3K27me3K36me0,H3K4me2,H3K27me1K36me3,H3K27me3K36me0,H3K4me2,H3K9me3K14ac0,H3K27me0K36me0,H3.3K27me0K36me0,H3K18ac1K23ac0,H3K9me0K14ac0,H3K27me3K36me0,H3K27me3K36me1,H3K18ac1K23ac1,H3K9me3K14ac1,H3K4me2,H3K9me1K14ac0,H3K27me3K36me1,H3K9me1K14ac1,H3K18ac0K23ac1,H3K27me2K36me0,H3K27me3K36me1,H3K4me2,H3K9me3K14ac0,H3K9me2K14ac1,H3K4me2,H3K27me0K36me2,H3K4ac1,H3K27me2K36me1,H3K9me2K14ac0,H3K79me2,H3.3K27me0K36me0,H3K9me0K14ac1,H3K79me0,H3K9ac1K14ac0,H3K27me1K36me1,H3.3K27me0K36me0,H3K27me1K36me0,H3K27me3K36me0,H3K27me1K36me2,H3K27me1K36me0,H3K27me2K36me0,H3K18ac1K23ac1,H3K27me1K36me2,H3K27me1K36me1,H3K27me0K36me3,H3K9ac1K14ac1,H3K9me1K14ac1,H3K18ac0K23ac1,H3.3K27me0K36me0,H3K27me1K36me3,H3K18ac0K23ac1,H3K4me2,H3K27me2K36me0,H3K27me1K36me3,H3K4me1,H3K27me2K36me0,H3K27me2K36me0,H3K27me1K36me0,H3K27me0K36me2,H3K9me3K14ac0,H3K18ac0K23ac0,H3K27me3K36me0,H3K9me2K14ac1,H3K27me2K36me0,H3K27me0K36me1,H3.3K27me0K36me0,H3K27ac1K36me0,H3K56me1,H3K4me0,H3K27me3K36me1,H3K9me3K14ac0,H3K27me3K36me0,H3K9me3K14ac0,H3K9me3K14ac0,H3K27me3K36me0,H3K4me2,H3K27me2K36me0,H3K27me2K36me2,H3K9ac1K14ac1,H3K18ac1K23ac0,H3K27me1K36me0,H3K27me1K36me3,H3K27me1K36me3,H3K4ac1,H3K27me2K36me0,H3K79me0,H3K27me1K36me3,H3K27me1K36me0,H3K27me3K36me0,H3K9me3K14ac0,H3K27me1K36me0,H3K18ac0K23ac1,H3K9ac1K14ac1,H3K27me0K36me2,H3.3K27me0K36me0,H3K79me2,H3K9me3K14ac0,H3K79me1,H3K56me0,H3.3K27me0K36me0,H3K9me3K14ac0,H3K27me2K36me1,H3K9ac1K14ac0,H3K9me3K14ac0,H3K27me2K36me0,H3K9me3K14ac0,H3K4me1,H3K27me1K36me2,H3K9ac1K14ac0,H3K27me2K36me2,H3K9me0K14ac0,H3K18ac1K23ac0,H3K18ac0K23ac0,H3K56me1,H3K27me2K36me0,H3K9me0K14ac1,H3K27me3K36me1,H3K27me2K36me0,H3K4me2,H3K9me1K14ac1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K4me2,H3K4me2,H3K27me2K36me2,H3K27me1K36me2,H3K27me2K36me0,H3K4me2,H3K4me1,H3K27me3K36me0,H3K27me3K36me0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K27me3K36me1,H3K9me1K14ac1,H3K27me2K36me2,H3K27me2K36me0,H3K27me3K36me0,H3K9me3K14ac0,H3K9me1K14ac0,H3K27me3K36me0,H3K4me2,H3K27me2K36me0,H3K4me2,H3K4ac1,H3K18ac0K23ac0,H3K9me3K14ac0,H3K4me1,H3K9ac1K14ac1,H3K27me1K36me3,H3.3K27me0K36me0,H3.3K27me0K36me0,H3K27me2K36me0,H3K27me1K36me3,H3K27me2K36me0,H3K27me3K36me0,H3K27me2K36me0,H3K18ac0K23ac1,H3K9me3K14ac0,H3K27me0K36me0,H3K9me2K14ac0,H3K27me1K36me2,H3K9me3K14ac1,H3K9me3K14ac0,H3K9me3K14ac0,H3K27me0K36me0,H3K27me0K36me0,H3.3K27me0K36me0,H3.3K27me0K36me0,H3K9me0K14ac1,H3K27me3K36me0,H3K9me3K14ac0,H3K9me3K14ac1,H3.3K27me0K36me0,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me2,H3K79me0,H3K9me0K14ac0,H3K27me2K36me2,H3K9me1K14ac0,H3K9me1K14ac0,H3K27me1K36me2,H3K27me3K36me0,H3K27me1K36me2,H3K27me3K36me0,H3K27me3K36me0,H3K4me1,H3K27me0K36me0,H3K27me2K36me0,H3K27me1K36me3,H3K9ac1K14ac0
3,H3K9me3K14ac1,H3K9me0K14ac0,H3K27me3K36me0,H3K9ac1K14ac0,H3K9me3K14ac1,H3K4me2,H3K27me1K36me2,H3K27me3K36me1,H3K27me3K36me0,H3K27me3K36me0,H3K27ac1K36me2,H3K27me2K36me0,H3K4me2,H3K27me2K36me0,H3K27me2K36me0,H3K4me1,H3K4me0,H3K9me3K14ac0,H3K9me3K14ac0,H3K4me1,H3K27me2K36me0,H3K27me2K36me1,H3K18ac1K23ac0,H3K27me2K36me0,H3K9me1K14ac1,H3K27me2K36me0,H3K27me1K36me3,H3K9me1K14ac1,H3K27me1K36me1,H3K27ac1K36me2,H3K4ac1,H3K18ac1K23ac0,H3K4me2,H3K27me2K36me1,H3K27me1K36me2,H3K4ac1,H3K27me1K36me1,H3K27me2K36me0,H3K27me0K36me2,H3K27me1K36me3,H3K9me3K14ac1,H3K4me1,H3K18ac0K23ac1,H3K27me1K36me0,H3.3K27me0K36me0,H3K9me3K14ac0,H3K27me3K36me0,H3K27me2K36me0,H3K9me3K14ac0,H3K4me1,H3K27me2K36me0,H3K4me1,H3K9me0K14ac1,H3K9ac1K14ac1,H3K9me1K14ac0,H3K27me1K36me3,H3K9me2K14ac0,H3K4ac1,H3K27ac1K36me2,H3K9ac1K14ac0,H3K18ac0K23ac1,H3K9me3K14ac0,H3K27me1K36me3,H3K9me1K14ac1,H3K79me1,H3K27me0K36me3,H3K9me3K14ac0,H3K9me3K14ac1,H3K27me2K36me0,H3K4ac1,H3K27me1K36me3,H3K27me1K36me3,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me0,H3K4me2,H3K18ac0K23ub1,H3.3K27me0K36me0,H3K18ac0K23ac0,H3K9me3K14ac0,H3K27ac1K36me0,H3K9ac1K14ac1,H3K9me3K14ac0,H3K4me1,H3K27me1K36me2,H3K9me3K14ac0,H3K9me1K14ac0,H3K27me1K36me0,H3K9me2K14ac1,H3K27me3K36me0,H3K27ac1K36me0,H3K4ac1,H3K18ac0K23ac1,H3K9me3K14ac0,H3K9ac1K14ac0,H3K27me1K36me0,H3K56me0,H3K18ac1K23ac1,H3K4ac1,H3K27ac1K36me3,H3K9me1K14ac0,H3K27me2K36me2,H3K27me1K36me0,H3K9me3K14ac0,H3K27me1K36me2,H3K4me1,H3K79me2,H3K4ac1,H3K9me2K14ac1,H3K4me2,H3K4me1,H3K9me3K14ac0,H3K27me2K36me0,H3K18ac1K23ac1,H3K27me3K36me0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me1K14ac1,H3K9me3K14ac0,H3K27me1K36me2,H3K27me0K36me2,H3K27me1K36me3,H3K27me0K36me1,H3K79me0,H3K9me0K14ac1,H3K27me3K36me0,H3K9ac1K14ac0,H3K27me1K36me3,H3K27me0K36me3,H3K27me1K36me3,H3K27me3K36me1,H3K27me3K36me1,H3K27me1K36me3,H3K79me0,H3K79me1,H3K9me1K14ac1,H3K9me1K14ac0,H3K9me3K14ac1,H3K27me1K36me3,H3K27me2K36me2,H3K9me2K14ac0,H3K9me1K14ac1,H3.3K27me0K36me0,H3K9ac1K14ac0,H3K4me2,H3K27me2K36me0,H3K4me1,H3.3K27me0K36me0,H3K27me1K36me0,H3K27me0K36me2,H3K18ac0K23ub1,H3K4me2,H3K9me3K14ac0,H3K18ac1K23ac1,H3K9me2K14ac0,H3K9me1K14ac1,H3K9ac1K14ac0,H3K27me0K36me2,H3K27me1K36me3,H3K27me3K36me0,H3K4me1,H3K9me2K14ac1,H3.3K27me0K36me0,H3K27me1K36me2,H3K9ac1K14ac0,H3K9me2K14ac1,H3K9ac1K14ac1,H3K27me2K36me2,H3K56me1,H3K9me2K14ac1,H3K27me1K36me2,H3K4me1,H3K56me1,H3K27me2K36me0,H3K9me1K14ac1,H3K27me0K36me3,H3K27me1K36me0,H3K9me1K14ac1,H3K18ac1K23ac1,H3K27ac1K36me3,H3K79me0,H3K27me0K36me2,H3K27me3K36me0,H3K27me3K36me0,H3K9me3K14ac0,H3K18ac0K23ac1,H3K9me3K14ac0,H3K27me0K36me3,H3K18ac0K23ac1,H3K27me1K36me3,H3K9me2K14ac1,H3K27me0K36me3,H3K27me1K36me0,H3K27me0K36me0,H3K9me2K14ac1,H3K4me1,H3K9me3K14ac1,H3K9me0K14ac1,H3K9me3K14ac0,H3K9me3K14ac1,H3K18ac0K23ac1,H3K9me0K14ac1,H3.3K27me0K36me0,H3K9me3K14ac0,H3K9me3K14ac1,H3K27me1K36me3,H3K9me0K14ac1,H3K27me0K36me1,H3K27me0K36me3,H3K9ac1K14ac0,H3K27me3K36me0,H3K27me0K36me2,H3K27me1K36me3,H3K9ac1K14ac1,H3K27me3K36me0,H3K27me1K36me3,H3K27me2K36me2,H3K9ac1K14ac0,H3K9ac1K14ac0,H3K9me3K14ac0,H3K27me2K36me2,H3K27me0K36me1,H3K9ac1K14ac0,H3K27me2K36me0,H3K27me3K36me0
