,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
0,PIPOX,TNFRSF12A,GPD2,N4BP2L1,YAP1,THSD4,TMEM54,SYDE1,CCN1,S100A13,ITGA5,CCN1,CBS,CDA,YAP1,OSMR,DNPEP,TOM1L1,IKZF1,GORASP2,E2F2,OSGIN1,CYP4F11,CCN1,EPG5,PPIC,YAP1,RNF182,IDO1,GPX8,CCN1,RARG,NAMPT,GSR,YAP1,EMB,KLF13,TPK1,GPX8,CRIM1,AGFG2,HOXB5,CCN1,NABP1,YAP1,GPX8,ZNF589,YAP1,WDR45B,AMOTL2,ALDH1A3,SLC6A8,YAP1,PGD,YAP1,PEX11G,SLC16A6,CHDH,ILDR2,S100A13,CACFD1,NUAK1,YAP1,MXI1,PRR15L,ITM2B,BEX4,PPIC,ITGA3,IKZF1,NUAK1,YAP1,YAP1,YAP1,YAP1,YAP1,FAM13B,TULP3,SLCO1A2,GPX8,SLC6A6,IER3,MAOA,SLC45A4,EPHA2,YAP1,CCNG2,YAP1,YAP1,YAP1,KYNU,YAP1,PPP2R3A,YAP1,DPYD,IKZF1,NNMT,CHDH,BRMS1,GPCPD1,CHAT,SLC6A8,YAP1,GPX8,EPHA2,NUAK1,NT5E,TYMP,PPIC,ADA,CDA,H2BU1,DOCK1,TRMT11,PPIC,NNMT,PLEKHH1,AMD1,YAP1,PATJ,CMTM4,YAP1,CMTM4,CRAT,IVD,CMTM4,SLC35D2,SPDEF,CISH,CPT1A,CPT1A,CPT1A,EPHA2,MDFIC,SLC6A6,ERBB2,AJUBA,UBL3,SLCO4A1,DUSP6,ITGB5,SLCO4A1,PSTPIP1,SLCO4A1,KIF21B,DENND2B,CCDC80,SAMD11,GNG12,TOM1L1,SCD,PARP3,YAP1,FADS2,SCD,SCD,YAP1,MPP3,EPHA2,ENAH,CNN3,CDKN2D,EPHA2,MPP3,YAP1,AOPEP,YAP1,HRH1,IFFO2,MYO1F,YAP1,GDF1,GDF1,NCKAP1L,SCD,SBK1,MARCKSL1,MYB,SDC4,SCD,ITGA3,MSRB3,YAP1,YAP1,GPX8,YAP1,YAP1,YAP1,GPX8,YAP1,GPX8,GPX8,AXL,AXL,ITGB1,AXL,AXL,AXL,ITGB1,AXL,AXL,AXL,GPC1,GPX8,ITGA3,DGAT2,DGAT2,GPC1,GPX8,GPX8,GPX8,DGAT2,DGAT2,NGF,MYC,YAP1,IKZF1,NCKAP1,RASAL3,FADS2,PLAT,PLAT,CXorf21,CXorf21,RASAL3
1,LRRN1,GALE,TJP1,BICRAL,ITGB5,S100A16,IER3,PDK1,TNFRSF12A,GALE,OSMR,TNFRSF12A,SALL2,C19orf33,TNFRSF12A,GPX8,PLEKHA1,AGRN,PPIC,PARD6B,PIWIL4,GALE,RHOBTB2,THBS1,RHOV,CCN1,SREBF1,ALS2CL,TDO2,MYB,GPX8,TMEM121B,PRDM15,ITGA4,EPHA2,MLC1,GALE,PLS3,CCN1,PSTPIP1,ITM2B,ISLR2,SNX7,HAVCR2,IKZF1,MYOF,TGIF1,IKZF1,C4orf36,IKZF1,RGS16,BICC1,DOCK1,CD59,TRIM7,DNAJA4,PIM2,PRR15,POF1B,ARHGAP15,RPL5,VAV1,TNFRSF12A,MRM2,C9orf152,ZNF385D,ARHGEF17,YAP1,PRSS23,YAP1,IKZF1,TNFRSF12A,EGR1,PPIC,PPIC,PPIC,KBTBD4,MRAS,SAMSN1,MYB,IRS2,SLC35E4,CMTM3,SH2D2A,YAP1,GPX8,CD80,PPIC,PPIC,PPIC,POTED,AMOTL2,AMOTL2,PPIC,EMP1,TJP1,RGS3,SH3D19,MRPL11,PABPC1L,FOXN4,ANXA2,EPHA2,KIF21B,YAP1,TJP1,MOXD1,GPR173,YAP1,SAMHD1,SAMHD1,LRP1,TMC8,DDT,GPX8,MZB1,RAB17,ITIH6,WAS,TOM1L1,ADGRG6,PATJ,KLF11,RHOV,CRAT,DEGS2,LMNA,LRRC26,LRRC26,CISH,SLC25A20,SLC25A20,YAP1,EPDR1,NOB1,GPR39,IGFBP6,SLCO4A1,RAB17,ARID1B,YAP1,SCD,ITGB5,SCD,NUAK1,IFITM3,S100A2,SMAD7,CARMIL2,GNG12,PARP3,POLR3C,TNFRSF12A,PLAU,TRIM65,POLR3C,TNFRSF12A,DOCK1,YAP1,PTGFRN,SCD,TEAD2,YAP1,RASAL3,EPHA2,ELOVL5,EPHA2,ZNF764,KIRREL1,CFL2,BCL2,KRT18,ABCC3,RND3,ELOVL6,SOX11,SIGLEC6,PPIC,MBOAT7,AMOTL2,GPRC5A,CAMSAP2,WAS,ITGAV,GNG12,ITGAV,MSRB3,SEPTIN10,YAP1,GPX8,CCN1,CCN1,CAV1,FASN,GPX8,SLFN12,FASN,EHD2,AXL,IL6,CRIM1,CCN1,COL12A1,PPIC,GPX8,CRIM1,CCN1,ANTXR1,DGAT2,FBXL2,GNG12,GPRC5A,NGF,ANTXR1,ANTXR1,ZFYVE16,DGAT2,ARHGAP30,IKZF1,GPX8,AK7,C1QTNF2,RASAL3,ZNF205,WAS
2,TEC,DOCK1,RHOH,ATP2A3,GPX8,CIB1,PCSK6,PRTG,THBS1,EPHA2,S100A13,AMOTL2,PHGDH,ZNF589,PPIC,ITGB1,CHIC2,GALE,TJP1,SNRPA1,MYOF,GCLC,SLC7A11,AMOTL2,TNNC1,GPR39,SEPTIN10,TNK1,SAMHD1,OSMR,ANXA2,CCDC126,C16orf87,AKR1C1,RHBDF1,BCAS4,AHCY,GPX8,AKR1B1,PPIC,DSE,RSAD2,AMOTL2,TGFBR2,DPYD,YAP1,HEBP1,EPHA2,SAYSD1,ITGAV,PRRX2,EPHB3,TLCD2,PSAT1,PPIC,RNF122,RALGDS,PPP1R1B,BCAT2,GPT2,IMPDH2,ARHGAP15,GPX8,BNIP3,RAB25,PIP5K1C,MMP27,IKZF1,RBMS2,PPIC,SNX21,PPIC,TNFRSF12A,IKZF1,FDCSP,TNFSF9,RASA4B,LRR1,RBMS2,WWTR1,FST,FLYWCH1,EHHADH,PLA2G15,ATP2A3,GPRC5A,TP53TG5,WWTR1,EPHA2,GPX8,IDO1,IKZF1,GPRC5A,CCN1,KYNU,CORO1A,ATP8B4,CD9,HSPE1,RBM48,BLVRA,DAB2IP,IKZF1,IKZF1,TNFRSF12A,PPP2R3A,RTL6,SLC39A13,ITGB5,KDM1A,GMFG,CKAP4,S1PR4,AQP4,MATN3,MCC,WWC1,SCRG1,GPR39,LMNTD2,ELOVL7,PSMD6,YAP1,SPRY2,OTUB2,ESRP2,EIF3L,MKNK1,CPT1A,GPX8,TRH,MKNK1,GPX8,DLG3,SLCO4A1,CCN1,EPHA2,C8G,UBL3,RAP1GAP,NCKAP1L,SEMA3C,ARRB2,CBLL1,FKBP9,AOPEP,DENND2B,GBA,SNX33,DCK,HSD11B2,MED15,PPIC,ELOVL5,CHST9,FABP5,CCN1,TMC8,GNG12,MAB21L1,POLR3C,ELOVL6,NQO1,EPHA2,MPP3,FAM171A2,TNFRSF12A,POLR3C,FOSL1,POLR3C,AJUBA,TMC7,BTK,SNX7,SLTM,SP100,IGDCC3,BCAR3,TBC1D2,CRIP2,THBS1,SLC45A1,ITGAV,GNG12,YAP1,GPX8,CCN1,GPX8,CCN1,GNG12,WWTR1,ZEB1,IGFBP6,CCN1,CAVIN1,DGAT1,IL6,CCN1,GPC1,SCD,CCN1,EHD2,ITGB1,GNG12,CAV2,AXL,AXL,COL12A1,P2RY8,PPIC,DGAT2,GPX8,NRG1,IL6ST,PTPN7,ITGB5,P2RY8,CXorf21,FADS2,GPRC5A,CCDC88C,GPX8,WAS,RASAL3,IKZF1
3,ZFAND5,CCN1,NCKAP1L,KIF1C,ALDH1A3,TEAD2,TUT4,KIRREL1,BROX,ZCCHC2,SYDE1,YAP1,CDA,NGLY1,SH3D19,MYOF,MYADML2,IKZF1,AMOTL2,CHRNA5,ITGA3,CYP4F11,GALE,CCDC80,GDA,PPP2R3A,PTPN14,ARHGEF16,OTUD4,MAP4K4,MFNG,TULP3,TRH,CYP4F11,MYO1B,SLC5A6,LAMP5,SMARCA1,SORD,SLA,MAGEF1,CMPK2,TNFRSF12A,LRRC14,PPIC,CCDC80,UCK2,PPIC,EFNA2,TEAD1,RND3,SLC17A1,RHBDF1,MT2A,ITGB5,PDK1,IVD,ZBTB7C,MTHFD2,MYO5B,APBA1,ACAP1,PPIC,OR4F15,PLEKHG6,SH3GL1,SHROOM2,LAMB2,MYOF,TJP1,TNFRSF12A,GPX8,DLST,ITGB5,ITGB5,CCN1,RFX3,VAV1,MS4A3,YAP1,RPL32,NQO1,PCSK9,ODC1,CAVIN1,WWTR1,ACSL3,GPX8,SNX7,WWTR1,HSPB6,SSPN,ARHGEF17,ERBB2,FCHSD2,ARHGAP30,DOLK,SCN2A,FOXN3,HSF4,SALL2,MXD4,KDELR3,CCN1,GNG12,KIF21B,SGPP2,AFF4,GRK2,CCNB2,FLI1,MGST3,PPIC,PMP2,KIF21B,ADAM9,SOCS6,CREB3L2,NCKAP1L,P2RY8,LATS2,KLF13,ARHGEF10L,DCXR,ZNF205,ZEB2,PPIC,EPN3,GPX8,SLC25A20,MRPL30,CYSTM1,MIB1,VIM,TRH,AOPEP,TLCD2,ECM1,IFITM1,CCAR1,RHBDF1,HDAC9,LHFPL2,HDAC9,MYC,SEMA3A,TGFB2,FN1,RAB13,FAM241B,TTC38,AXL,IKZF1,CAV2,ACAT2,PARP3,POLR3C,RAI14,MPP3,JPH1,ELOVL6,YAP1,GPX8,CXorf21,PPIC,TPD52L1,CCDC107,CAST,E2F5,LAIR1,EPHA2,ITGB5,SSH3,SH3BP4,IGFBP5,SATL1,SATL1,CDC42EP1,EIF3L,CALU,LYPD1,LSM12,GPX8,AMOTL2,WAS,PTPN7,ITGAV,PTPN14,TNFRSF12A,ITGAV,MYB,AXL,GPX8,CRIM1,AXL,CRIM1,BDNF,TGFB1I1,EHD2,CAV1,IL6,TBC1D2,PPIC,LRRC49,DGAT2,IL6,NUAK1,KIF21B,IKZF1,GNG12,HILPDA,ITGA3,TMEM150B,MYC,KIF21B,ARHGAP9,RASAL3,ARHGAP9,WAS,IKZF1,PLIN2,GPC1,IKZF1,TOM1L1,TJP1
4,THY1,GPX8,GPD1L,ATG16L2,GALE,IFITM3,MRPS2,GPX8,AMOTL2,YAP1,PRNP,SNX7,ACSL5,EPHA2,P4HA2,CCN1,SEC63,MAP4K1,SNX7,DENND10,EPB41,TRIM16L,GCLC,TNFRSF12A,FMN2,GPRC5A,MFGE8,APLP2,SMARCA5,NABP1,AMOTL2,DAZL,HSFY2,TRIM16L,RALA,ST3GAL6,SNX1,WWTR1,WWTR1,YAP1,IFT43,NUP98,THBS1,MNDA,GPRC5A,MYB,BROX,AMOTL2,GIMAP4,SNX7,ITFG1,KLF4,GPX8,C5orf38,EPHA2,OR51I1,NAMPT,IFI16,EPDR1,KRT8,EIF3E,DOLK,EPHA2,SLC6A9,EPN3,FAM234A,TMEM143,GPR39,GPRC5A,SNX21,ITGAV,AMOTL2,ITGB5,GPX8,IKZF1,GPR39,ODF3B,GABARAPL1,DAB2IP,ASS1,XRCC4,OSMR,TPH1,IL6ST,TEAD3,ERBB2,EMP3,GPR25,GPX8,ITGB5,TMEFF2,ARHGEF17,SLC27A5,WWTR1,ITGA2,SLC19A2,RPS11,MYO5C,GRB14,FBXL8,SLC18A3,RGPD6,TJP1,LAMB2,ITGB5,SNX21,UTP15,CREB3,EMP1,SKA2,MYB,SIDT1,GMFG,ALDH7A1,BCAR1,CRIM1,SMAD1,IL6ST,IKZF1,KLHL6,YAP1,AIF1L,ANKRD44,CDC42BPG,SURF4,LLGL2,TMIE,CISH,IGSF9,FGD3,SUSD6,TRH,PPIC,PLIN2,SINHCAF,WWTR1,S100A3,BAMBI,ANXA2R,DCAF7,SLCO4A1,SINHCAF,SMIM29,BLK,LAIR1,SMAD6,NEBL,P2RY6,ZCCHC4,EPHA2,ELOVL5,GATA6,PON2,MET,CLCN3,EDRF1,ARRDC2,TRAF3IP3,CIAO2B,RPS6KC1,IGFBP5,KIF21B,CCDC92,NCKAP1,TEAD3,AHNAK2,CCDC92,USP21,RAI14,TMEM54,ADAM9,CHERP,NIPAL2,AOPEP,CSRNP2,ACER2,SBK1,MYOF,FASN,CCDC9B,CALU,RIPK3,ANXA2,ANXA2,LIPA,WAS,GPX8,EPHA2,ITGAV,IKZF1,ITGB1,WWTR1,FASN,ACO2,PHLDB2,CHST13,CAV1,CRIM1,CD99L2,BDNF,DGAT2,GPC1,PHLDB2,P2RY8,PLK2,FRAT2,ITGA3,NUAK1,PPP2R3A,P2RY8,ARHGAP30,KIF21B,SCD,DGAT2,DAG1,EPHA2,NCKAP1L,TRAF3IP3,CXorf21,TNFRSF12A,DGAT2,VAMP3,DGAT2,P2RY8,ACSL3
5,PIGK,TMTC1,HS3ST1,MOB3A,KLF13,TSPAN6,GOLM1,GAL3ST1,S100A3,ALDH1A3,KLF13,RHOH,CAND2,CELF2,GPX8,SAYSD1,RPS13,TNFRSF12A,PTPN7,RPS6KA1,RNASE3,GATA6,NREP,MYOF,ARHGEF16,TNFRSF12A,ATP2A3,SFN,MIA2,RAB36,PPIC,AWAT2,ZRANB1,PGD,BTBD16,SLC16A13,TMTC1,ARHGAP30,YAP1,C1orf189,SELENOI,PANK3,TJP1,CACYBP,NCKAP1L,CAV1,PALM,WAS,TMEM160,NOP53,TM4SF1,SLC17A3,IER3,CCDC88C,CELSR3,IQCF1,CAT,SLC9A2,BMPER,DOCK2,RPS3,PGK1,ITGB5,PHGDH,ARHGAP32,TMEM115,PALD1,WWTR1,TNFRSF1B,WAS,TJP1,FDCSP,NEK9,TNFRSF12A,GPX8,KIF21B,CCM2,SLC35B2,XK,ZFP36L1,CCDC8,PPIC,S100A9,PACC1,PLS3,AMOTL2,SORD,NDFIP1,NDFIP1,NDFIP1,RNH1,SNX7,CUEDC1,SNX7,DCK,RASAL3,KIF21B,RGS18,ETFB,TMEM248,FAM117B,XKR3,PPIC,TSPAN6,MNDA,AOPEP,TRIM67,ANKRD1,AMOTL2,PRELID3A,TUFT1,IL16,EPHA2,SCUBE1,WWTR1,PDK1,ARHGEF5,MFSD1,GPX8,CMTM4,CTDSP2,PXN,BAG3,HSPB6,RTKN2,EPHA1,LRRFIP1,GLUL,MKNK1,RCN1,CISH,ZNF862,PSD4,PLA2G3,CHIC2,SNX7,THBS1,ERBB3,SINHCAF,BLVRB,CTSK,NPIPB12,SLCO4A1,DOCK1,LCP2,OSR1,VCL,FSTL1,ITGB5,ATP2A3,STEAP3,TMEM243,KCNA3,DCBLD2,ST6GALNAC1,RHOBTB2,GPX8,YAP1,PPIC,TSPAN6,BICC1,FBXO41,FASN,GNG12,NCKAP1,SOX11,RHBDF1,MYL12A,FHL2,CERS6,CORO1A,FOXA1,RASGRP4,SLTM,CRYAB,ZNF664,IRF1,SCD,CLCF1,PAX8,PLK2,COMMD7,GNG12,SEPTIN10,ANXA2,IKZF1,RHBDF1,TNFRSF12A,WWTR1,TNFRSF12A,PRR15L,IGFBP6,AZGP1,CAV1,SERPINH1,EMP3,CRIM1,TOR1A,TRABD,FRAT2,LOXL2,ITGA3,NUAK1,PPP2R3A,MT2A,SCD,BMPER,DAP3,FBXL2,DGAT2,NCKAP1L,KITLG,FIGN,ZNF365,FRMD6,LRRC49,TRAF3IP3,P2RY8,P2RY8,PTPN21,SYNC,MYC,TJP1,DGAT2,CXorf21
6,EFEMP2,ANXA2,ADAT2,TAPBPL,S100A13,ERBB2,SETD1A,SLC66A2,TMCO1,EPHB4,GPX8,ANXA2,SLC41A2,TJP1,RHBDF1,AXL,MS4A1,MGMT,YAP1,RBM38,PARP1,SH2D3C,OSGIN1,RHOH,PRMT2,YAP1,SLC39A1,AJUBA,MCM9,WWTR1,GGT1,TRH,HAVCR2,NQO1,RALGDS,COQ8A,PARP6,SYDE1,GPRC5A,LAMB2,ZNF185,SBNO2,ANXA2,CCDC86,ERBB2,RBPMS,IP6K2,B9D1,PLA2G2C,PPP2R3A,CYP1B1,CYFIP2,IL13RA1,EPC1,IL13RA1,SDR16C5,ALDH5A1,SOX9,NDRG1,NDRG4,RPS20,CD276,AMOTL2,PFKFB3,MAP7,BHMT2,YBX2,CCN1,ALDH1A3,TNFRSF12A,YAP1,IKZF1,GPX8,WWTR1,DAB2IP,AQP3,ILK,BICC1,OSBPL10,CLCN7,C1S,LAMB2,FAM172A,CTSA,ANXA2,PPIC,SEC31A,ALKAL2,ALKAL2,ERBB2,NAT1,WWTR1,EIF3D,WAS,MICAL1,TSPAN6,FAM3C,LSR,CCM2,BBX,PTDSS2,UGCG,ITGB5,PRSS23,PPP1R15B,KITLG,PNPO,RCN1,EPHA2,SH3GLB2,CHPF,CBFA2T3,TSPAN6,ALDH2,IKZF1,F3,LGALSL,TMF1,MFNG,SHTN1,ARHGEF5,SUMF1,CPT2,ZNF470,IGSF3,PCSK6,KDELR3,DCXR,SUSD6,MYB,LRRC26,IGF2BP3,CAV2,PROS1,FAM81A,KITLG,SERPINH1,ACAN,ERBB3,SCAF4,BEGAIN,CBLL1,CKB,AUP1,BIN2,ARHGAP21,TEAD1,ACP2,AJUBA,SEPTIN10,BDNF,SMAD3,EPHA2,S100A2,PDK4,TMEM243,EPHA2,DNASE2B,SMAD7,SH3BP4,AMOTL2,HIC2,MPP3,TMC8,TNFRSF12A,CKAP4,TYRP1,BHLHE40,MOCOS,NAALAD2,TNFRSF12A,EFNB3,TIGD7,ITGAV,FARP1,SP140L,SOX11,PPIP5K2,ALDH3B1,CREB3,PRSS23,GPX8,MSRB3,RHBDF1,PRSS23,GNG12,LAMB2,ZNF330,ANXA2,TJP1,ZNF45,MSRB3,KIRREL1,CRACR2B,NCEH1,BDNF,CCN1,ITGB1,MYOF,REEP6,SPIN1,TRABD,CRACR2A,SBDS,ALDH1A3,UGCG,TBC1D2,IGFBP3,ARHGAP30,IKZF1,IKZF1,TNFRSF12A,MARCHF4,COL12A1,GPC1,RASAL3,ARHGAP30,GNG12,ARHGAP45,TNFAIP8L2,COL16A1,ITGA3,P2RY8,GPX8,GNG12
7,ZNF682,IGFBP5,ATP1B1,QARS1,SS18,VCL,SRCAP,CAP2,PRDM15,IL1RAP,EDRF1,IKZF1,CIB1,ANXA2,MYOF,GALE,NOL3,AGAP2,KIF21B,TMPPE,F3,KCNA3,TKT,DCBLD2,MPZL2,CCDC80,ANLN,BCL2,FHAD1,GRIN2D,TNFRSF12A,EPG5,FAM13B,SFN,MYCL,DLG3,PEAK1,LAMB1,CCDC80,SDHAF3,PGRMC2,PARD6A,BROX,KLK7,TNFAIP8L2,ITGA3,PRKAB1,RHBDF1,FSTL5,CCN1,GDPD4,MANSC1,PLCD3,FBXO32,SARS1,MAGOH,RFXAP,RWDD1,NR3C1,DEF6,RIOX1,LAMB1,SSPN,EVL,ARAF,SLC38A7,FTL,MFSD5,THBS1,WWTR1,PPIC,PPARD,PPIC,ITGAV,GPR39,TNFRSF12A,SORBS3,CDCA7L,LDLRAD3,RBMS2,KREMEN2,GATA6,C15orf48,ATOX1,POLL,PRSS23,ACSM1,LAMB2,KIFAP3,NAV1,ARL2BP,EPHA2,DOLK,IKZF1,TIMP1,TRAF3IP3,ITGB5,MRTFB,RAD9A,NADSYN1,CARD19,FBXO22,AMOTL2,MYOF,B2M,SNX7,KLF16,SMPD1,CAV1,RAB3IP,GIMAP2,HSPB8,GRK2,ACIN1,NUAK1,S100A1,BAIAP2L1,ACAN,PPIC,KLHDC7A,WWC1,N4BP2L1,LATS2,MAP7,CD101,TJP3,CDC14B,FASN,TRAF3IP3,LRRC26,GOLGA6L4,C18orf21,RHBDF1,WIPI1,HKDC1,SLC15A2,CDKN1A,GJB1,DARS1,PRDM15,MYOZ2,EDNRB,CDHR3,FLYWCH2,IKZF1,PLS3,ATP8B1,BTNL9,YAP1,LRCH4,NRBP1,DCBLD2,KIF21B,FOSL1,S100A8,WDR82,RBAK,NIBAN2,CCDC92,TRAF3IP3,SLTM,N4BP2L1,RASAL3,ERRFI1,RAB33A,EBF3,TPGS2,GON4L,PTPN21,ITGA3,CXCR4,FBXO7,ARSJ,CXorf21,TMEM243,NTN3,APOL1,NPIPB4,COQ3,FDFT1,CCDC88C,RNASET2,LAMB2,WAS,CCN1,CCN1,SEPTIN10,LAMB2,IKZF1,WAS,RIPK4,SERPINH1,CAVIN1,GPX8,B2M,PRR15L,FGFR4,CAV1,SERPINH1,DGAT2,HDHD5,NUAK1,NPTN,DCBLD2,GPRC5A,ZC3H12C,SPIN1,PPIC,PIK3AP1,ARHGAP30,ITGAL,SDC4,COL4A4,FSTL1,TMC8,CCN1,WAS,GPX8,GNG12,DGAT2,THSD4,ZNF365,TRAF3IP3,ARHGAP9,P2RY8
8,PSRC1,TOM1L1,PLXNA2,PFDN4,ZCCHC2,YAP1,ZDHHC17,OSMR,CAVIN1,CXCR4,WWC2,DCBLD2,GBP3,RHOH,ITGB5,RGS20,CENPC,S100A16,CCN1,CGN,ANXA1,CARD10,TRIM16L,ANXA2,CNRIP1,GPX8,GIPC1,LDLRAD3,DPP9,GTF2E1,SRGAP1,MSI2,HCFC1,KLF5,CFAP410,CFAP251,PFDN4,IKZF1,MYOF,TNFRSF12A,CABP1,IVD,IKZF1,CDKN1B,GABRG1,NUPR1,GRAMD2B,PLCD3,RFT1,LYPD1,ME1,HTR1D,SUGP2,DBNL,NDST1,AGR2,NLRC3,CCL24,GCNT4,RAC2,AARS1,TMEM115,GPR39,OGDH,MYH14,TULP3,FASTKD2,COL4A1,PLK2,NUAK1,NCKAP1,SSPN,AMOTL2,EPHA2,KIF21B,ITGB5,AHCY,PINK1,PIK3CB,COQ8A,PTPMT1,HFE,HRG,MED30,SLC16A1,EPHA2,RIN1,ITGB5,PRICKLE2,MYOF,CCDC25,LAMB2,BCL9L,LAMB2,FERMT1,PTPN21,CCDC80,PRRG2,GPAT3,ANAPC16,TRPV2,ZFAND2B,SNX7,CCDC80,SGMS2,IKZF1,EPHB1,CAVIN1,MYOF,NT5DC1,KIF3B,CXCR5,YAP1,STK26,ALDH1A3,MET,LCE3A,PCYT1A,PRSS23,WWC1,RXRA,GAL3ST4,LIMD2,SLC25A10,PPM1K,MTPN,TTC38,HMGA2,SPDEF,ZMPSTE24,HOXA3,HSPBAP1,DEF8,KRTCAP3,SPTBN2,SLC15A1,WWTR1,TOM1,SDS,CXXC1,PRSS23,SMIM29,SYNPO2,LEF1,CRIM1,NRP1,TXNDC2,TMEM86A,RALB,PPIC,SETD2,IL34,KRT8,IDH2,MPST,SREBF1,ZNF557,AP1S2,FASN,SH3PXD2B,FARP1,SYDE1,DOCK1,CCDC92,PLCD3,SLC7A5,TRIM62,ITPKC,CARD10,ST6GAL1,JMY,DNAI2,SNX31,ASAP2,GALNT16,ASAP2,SP100,CTNNA1,RIN2,FDPS,TNFRSF12A,HSD17B1,LIPA,ITGB5,TJP1,LIPA,LRRC26,LRRC8C,S100A2,PRSS23,NEDD8,MYB,TMEM86A,SERINC3,CHST3,REEP6,HDHD5,SPIN1,GXYLT1,CRIM1,CAV1,WWC3,IL6ST,CORO1A,TNFRSF11A,CCN1,NGF,PLK2,PIM1,NCKAP1,WAS,PLK2,FRAT2,NRG1,COL4A1,TNFRSF12A,LAMB2,IKZF1,GPX8,NCKAP1L,SNAI2,KIF21B,ARHGAP9,GNG12,PMEL
